x y z qx qy qz qw yaw_deg direction
8.466472 13.853038 0.000000 0.000000 0.000000 0.098068 0.995180 11.26 forward
8.519018 13.861862 0.000000 0.000000 0.000000 0.095432 0.995436 10.95 forward
8.571780 13.870432 0.000000 0.000000 0.000000 0.092798 0.995685 10.65 forward
8.624665 13.879867 0.000000 0.000000 0.000000 0.092713 0.995693 10.64 forward
8.677949 13.888225 0.000000 0.000000 0.000000 0.090423 0.995903 10.38 forward
8.731556 13.896379 0.000000 0.000000 0.000000 0.088129 0.996109 10.11 forward
8.752829 13.918632 0.000000 0.000000 0.000000 0.102422 0.994741 11.76 forward
8.806284 13.926764 0.000000 0.000000 0.000000 0.100134 0.994974 11.49 forward
8.860056 13.934690 0.000000 0.000000 0.000000 0.097843 0.995202 11.23 forward
8.914122 13.941724 0.000000 0.000000 0.000000 0.093978 0.995574 10.78 forward
8.968369 13.949028 0.000000 0.000000 0.000000 0.091450 0.995810 10.49 forward
9.022949 13.956094 0.000000 0.000000 0.000000 0.088918 0.996039 10.20 forward
9.009081 13.965958 0.000000 0.000000 0.000000 0.086150 0.996282 9.88 forward
9.062787 13.972753 0.000000 0.000000 0.000000 0.090876 0.995862 10.43 forward
9.116680 13.979290 0.000000 0.000000 0.000000 0.088303 0.996094 10.13 forward
9.170747 13.986370 0.000000 0.000000 0.000000 0.087706 0.996146 10.06 forward
9.225209 13.992635 0.000000 0.000000 0.000000 0.085418 0.996345 9.80 forward
9.279809 13.998664 0.000000 0.000000 0.000000 0.083135 0.996538 9.54 forward
9.275235 14.006474 0.000000 0.000000 0.000000 0.084825 0.996396 9.73 forward
9.329107 14.012658 0.000000 0.000000 0.000000 0.083065 0.996544 9.53 forward
9.383242 14.018680 0.000000 0.000000 0.000000 0.081304 0.996689 9.33 forward
9.437378 14.026408 0.000000 0.000000 0.000000 0.079360 0.996846 9.10 forward
9.491891 14.032514 0.000000 0.000000 0.000000 0.078074 0.996948 8.96 forward
9.546607 14.038503 0.000000 0.000000 0.000000 0.076788 0.997047 8.81 forward
9.512180 14.040263 0.000000 0.000000 0.000000 0.078564 0.996909 9.01 forward
9.565502 14.046429 0.000000 0.000000 0.000000 0.077613 0.996984 8.90 forward
9.618996 14.052516 0.000000 0.000000 0.000000 0.076661 0.997057 8.79 forward
9.672581 14.059835 0.000000 0.000000 0.000000 0.077931 0.996959 8.94 forward
9.726450 14.066002 0.000000 0.000000 0.000000 0.077197 0.997016 8.85 forward
9.780580 14.072123 0.000000 0.000000 0.000000 0.073564 0.997290 8.44 forward
9.723876 14.068112 0.000000 0.000000 0.000000 0.071899 0.997412 8.25 forward
9.776095 14.073998 0.000000 0.000000 0.000000 0.070930 0.997481 8.13 forward
9.828461 14.079804 0.000000 0.000000 0.000000 0.069961 0.997550 8.02 forward
9.881013 14.085882 0.000000 0.000000 0.000000 0.069462 0.997585 7.97 forward
9.933788 14.091581 0.000000 0.000000 0.000000 0.068514 0.997650 7.86 forward
9.986729 14.097202 0.000000 0.000000 0.000000 0.067566 0.997715 7.75 forward
9.987582 14.099225 0.000000 0.000000 0.000000 0.068816 0.997629 7.89 forward
10.039776 14.104909 0.000000 0.000000 0.000000 0.068118 0.997677 7.81 forward
10.092182 14.110549 0.000000 0.000000 0.000000 0.067419 0.997725 7.73 forward
10.144613 14.117148 0.000000 0.000000 0.000000 0.065393 0.997860 7.50 forward
10.197314 14.122877 0.000000 0.000000 0.000000 0.064889 0.997893 7.44 forward
10.250202 14.128577 0.000000 0.000000 0.000000 0.064384 0.997925 7.38 forward
10.258598 14.130553 0.000000 0.000000 0.000000 0.065390 0.997860 7.50 forward
10.310889 14.136312 0.000000 0.000000 0.000000 0.065027 0.997884 7.46 forward
10.363320 14.142053 0.000000 0.000000 0.000000 0.064663 0.997907 7.42 forward
10.415806 14.148533 0.000000 0.000000 0.000000 0.065518 0.997851 7.51 forward
10.468550 14.154368 0.000000 0.000000 0.000000 0.062896 0.998020 7.21 forward
10.521449 14.160198 0.000000 0.000000 0.000000 0.062635 0.998037 7.18 forward
10.535603 14.162121 0.000000 0.000000 0.000000 0.063363 0.997991 7.27 forward
10.587989 14.167985 0.000000 0.000000 0.000000 0.063175 0.998002 7.24 forward
10.640579 14.173857 0.000000 0.000000 0.000000 0.062986 0.998014 7.22 forward
10.693204 14.180275 0.000000 0.000000 0.000000 0.063599 0.997976 7.29 forward
10.746019 14.186225 0.000000 0.000000 0.000000 0.063463 0.997984 7.28 forward
10.799039 14.192190 0.000000 0.000000 0.000000 0.061504 0.998107 7.05 forward
10.780660 14.190072 0.000000 0.000000 0.000000 0.062041 0.998074 7.11 forward
10.832490 14.195997 0.000000 0.000000 0.000000 0.061943 0.998080 7.10 forward
10.884451 14.201934 0.000000 0.000000 0.000000 0.061846 0.998086 7.09 forward
10.936485 14.208283 0.000000 0.000000 0.000000 0.062305 0.998057 7.14 forward
10.988698 14.214294 0.000000 0.000000 0.000000 0.062237 0.998061 7.14 forward
11.041085 14.220325 0.000000 0.000000 0.000000 0.062170 0.998066 7.13 forward
11.030013 14.265901 0.000000 0.000000 0.000000 0.063085 0.998008 7.23 forward
11.081408 14.272882 0.000000 0.000000 0.000000 0.063040 0.998011 7.23 forward
11.132883 14.279883 0.000000 0.000000 0.000000 0.062994 0.998014 7.22 forward
11.184492 14.287048 0.000000 0.000000 0.000000 0.079440 0.996840 9.11 forward
